id,number,name,type,zone,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration,number_of_halts,distance,departure_days,sunday,monday,tuesday,wednesday,thursday,friday,saturday,classes,first_ac,second_ac,third_ac,first_class,sleeper,chair_car,second_sitting,return_train,date_from,date_to
4448,56731,"Madurai Sengottai Passenger",Pass,SR,MDU,"Madurai Junction",SCT,Sengottai,07:15,10:50,"3h 35m",12,"173 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56732,,
4449,56732,"Sengottai Madurai Passenger",Pass,SR,SCT,Sengottai,MDU,"Madurai Junction",07:00,10:45,"3h 45m",12,"173 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56731,,
4450,56733,"Madurai Sengottai Passenger",Pass,SR,MDU,"Madurai Junction",SCT,Sengottai,11:25,15:05,"3h 40m",12,"173 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56732,,
4451,56734,"Sengottai Madurai Passenger",Pass,SR,SCT,Sengottai,MDU,"Madurai Junction",12:00,15:50,"3h 50m",12,"173 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56735,,
4452,56735,"Madurai Sengottai Passenger",Pass,SR,MDU,"Madurai Junction",SCT,Sengottai,17:20,21:05,"3h 45m",12,"173 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56734,,
4453,56736,"Sengottail Madurai Passenger",Pass,SR,SCT,Sengottai,MDU,"Madurai Junction",15:50,19:30,"3h 40m",12,"173 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56735,,
4454,56761,"Tirunelveli Tiruchendur Passenger",Pass,SR,TEN,"Tirunelveli Junction",TCN,Tiruchendur,07:00,08:50,"1h 50m",10,"61 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56762,,
4455,56762,"Tiruchendur Tirunelveli Passenger",Pass,SR,TCN,Tiruchendur,TEN,"Tirunelveli Junction",07:20,09:05,"1h 45m",10,"61 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56761,,
4456,56763,"Tirunelveli Tiruchendur Passenger",Pass,SR,TEN,"Tirunelveli Junction",TCN,Tiruchendur,09:35,11:20,"1h 45m",10,"61 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56764,,
4457,56764,"Tiruchendur Tirunelveli Passenger",Pass,SR,TCN,Tiruchendur,TEN,"Tirunelveli Junction",16:15,17:45,"1h 30m",10,"61 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56763,,
4458,56765,"Tirunelveli Tiruchendur Passenger",Pass,SR,TEN,"Tirunelveli Junction",TCN,Tiruchendur,18:15,20:10,"1h 55m",10,"61 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56764,,
4459,56766,"Tiruchendur Tirunelveli Passenger",Pass,SR,TCN,Tiruchendur,TEN,"Tirunelveli Junction",18:00,19:45,"1h 45m",10,"61 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56765,,
4460,56767,"Tuticorin Tiruchendur Passenger",Pass,SR,TN,Tuticorin,TCN,Tiruchendur,08:45,13:10,"4h 25m",20,"121 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56768,,
4461,56768,"Tiruchendur Tuticorin Passenger",Pass,SR,TCN,Tiruchendur,TN,Tuticorin,14:20,18:45,"4h 25m",20,"121 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56767,,
4462,56805,"Cuddalore Port Tiruchchirapalli Passenger",Pass,SR,CUPJ,"Cuddalore Port Junction",TPJ,"Tiruchirappalli Junction",06:00,10:50,"4h 50m",26,"180 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56806,,
4463,56806,"Tiruchchirapalli Cuddalore Port Passenger",Pass,SR,TPJ,"Tiruchirappalli Junction",CUPJ,"Cuddalore Port Junction",15:05,20:30,"5h 25m",26,"180 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56805,,
4464,56807,"Vriddhachalam Tiruchchirapalli Passenger",Pass,SR,VRI,"Vriddhachalam Junction",TPJ,"Tiruchirappalli Junction",05:30,09:00,"3h 30m",22,"123 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56808,,
4465,56808,"Tiruchchirapalli Villupuram Passenger",Pass,SR,TPJ,"Tiruchirappalli Junction",VRI,"Vriddhachalam Junction",18:15,22:00,"3h 45m",22,"123 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56807,,
4466,56811,"Mayiladuturai Tiruchchirapalli Passenger",Pass,SR,MV,"Mayiladuturai Junction",TPJ,"Tiruchirappalli Junction",05:40,09:10,"3h 30m",24,"120 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56812,,
4467,56812,"Tiruchchirapalli Mayiladuturai Passenger",Pass,SR,TPJ,"Tiruchirappalli Junction",MV,"Mayiladuturai Junction",18:05,21:25,"3h 20m",24,"120 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56811,,
4468,56821,"Mayiladuturai -Tirunelveli Passenger",Pass,SR,MV,"Mayiladuturai Junction",TEN,"Tirunelveli Junction",11:00,22:20,"11h 20m",37,"437 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56822,,
4469,56822,"Tirunelveli Mayiladuturai Passenger",Pass,SR,DG,"Dindigul Junction",MV,"Mayiladuturai Junction",11:15,16:45,"5h 30m",18,"214 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56821,,
4470,56823,"Mayiladuturai Tiruchchirapalli Passenger",Pass,SR,MV,"Mayiladuturai Junction",TPJ,"Tiruchirappalli Junction",18:00,21:05,"3h 5m",24,"120 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56824,,
4471,56824,"Tiruchchirapalli Mayiladuturai Passenger",Pass,SR,TPJ,"Tiruchirappalli Junction",MV,"Mayiladuturai Junction",07:10,10:45,"3h 35m",24,"120 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56823,,
4472,56825,"Erode Tirunelveli Passenger",Pass,SR,ED,"Erode Junction",TEN,"Tirunelveli Junction",13:00,21:50,"8h 50m",24,"358 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56826,,
4473,56826,"Tirnunelveli Erode Passenger",Pass,SR,TEN,"Tirunelveli Junction",ED,"Erode Junction",05:25,14:15,"8h 50m",26,"358 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56825,,
4474,56827,"Tuticorin Tirunelveli Passenger",Pass,SR,TN,Tuticorin,TEN,"Tirunelveli Junction",17:50,20:30,"2h 40m",9,"60 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56828,,
4475,56828,"Tirunelveli Tuticorin Passenger",Pass,SR,TEN,"Tirunelveli Junction",TN,Tuticorin,07:15,09:25,"2h 10m",9,"60 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56827,,
4476,56829,"Tiruchchirapalli Rameswaram Passenger",Pass,SR,TPJ,"Tiruchirappalli Junction",RMM,Rameswaram,06:15,12:45,"6h 30m",24,"266 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56830,,
4477,56830,"Rameswaram Trichy Passenger",Pass,SR,RMM,Rameswaram,TPJ,"Tiruchirappalli Junction",14:10,21:00,"6h 50m",24,"266 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56829,,
4478,56833,"Cuddalore Vriddhachalam Passenger",Pass,SR,CUPJ,"Cuddalore Port Junction",VRI,"Vriddhachalam Junction",20:50,22:05,"1h 15m",4,"57 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56834,,
4479,56834,"Vriddhachalam Cuddalore Passenger",Pass,SR,VRI,"Vriddhachalam Junction",CUPJ,"Cuddalore Port Junction",04:30,05:40,"1h 10m",3,"57 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56833,,
4480,56835,"Vriddhachalam Salem Passenger",Pass,SR,VRI,"Vriddhachalam Junction",SA,"Salem Junction",06:00,09:20,"3h 20m",15,"145 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56836,,
4481,56836,"Salem Vriddhachalam Passenger",Pass,SR,SA,"Salem Junction",VRI,"Vriddhachalam Junction",18:30,22:05,"3h 35m",15,"145 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56835,,
4482,56837,"Vriddhachalam Salem Passenger",Pass,SR,VRI,"Vriddhachalam Junction",SA,"Salem Junction",13:15,17:00,"3h 45m",15,"145 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56836,,
4483,56838,"Salem Vriddhachalam Passenger",Pass,SR,SA,"Salem Junction",VRI,"Vriddhachalam Junction",09:40,12:55,"3h 15m",15,"145 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56837,,
4484,56839,"Jolarpettai Erode Passenger",Pass,SR,JTJ,"Jolarpettai Junction",ED,"Erode Junction",15:20,19:35,"4h 15m",22,"182 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56840,,
4485,56840,"Erode Jolarpettai Passenger",Pass,SR,ED,"Erode Junction",JTJ,"Jolarpettai Junction",06:20,11:25,"5h 5m",22,"182 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56839,,
4486,56841,"Tiruchchirapalli Erode Passenger",Pass,SR,TPJ,"Tiruchirappalli Junction",ED,"Erode Junction",06:45,11:00,"4h 15m",23,"141 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56842,,
4487,56842,"Erode Tiruchchirapalli Passenger",Pass,SR,ED,"Erode Junction",TPJ,"Tiruchirappalli Junction",16:30,20:15,"3h 45m",23,"141 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56841,,
4488,56843,"Tiruchchirapalli Erode Passenger",Pass,SR,TPJ,"Tiruchirappalli Junction",ED,"Erode Junction",16:00,20:00,"4h 0m",19,"141 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56844,,
4489,56844,"Erode-Tiruchchirapalli Passenger",Pass,SR,ED,"Erode Junction",TPJ,"Tiruchirappalli Junction",07:50,11:40,"3h 50m",19,"141 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56843,,
4490,56845,"Jolarpettai Erode Passenger",Pass,SR,JTJ,"Jolarpettai Junction",ED,"Erode Junction",05:40,10:00,"4h 20m",22,"182 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56846,,
4491,56846,"Erode Jolarpettai Passenger",Pass,SR,ED,"Erode Junction",JTJ,"Jolarpettai Junction",16:20,21:15,"4h 55m",22,"182 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56845,,
4492,56847,"Trichy Palakkad Town Passenger",Pass,SR,TPJ,"Tiruchirappalli Junction",PGTN,"Palakkad Town",13:00,20:40,"7h 40m",30,"301 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56848,,
4493,56848,"Palghat Town Tiruchchirapalli Passenger",Pass,SR,PGTN,"Palakkad Town",TPJ,"Tiruchirappalli Junction",06:30,13:45,"7h 15m",22,"301 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56847,,
4494,56851,"Nagore Trichy Passenger",Pass,SR,NCR,Nagore,TPJ,"Tiruchirappalli Junction",06:35,11:30,"4h 55m",26,"135 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56852,,
4495,56852,"Trichy Nagore Passenger",Pass,SR,TPJ,"Tiruchirappalli Junction",NCR,Nagore,16:30,20:55,"4h 25m",26,"135 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56851,,
4496,56859,"Tambaram Villupuram Passenger",Pass,SR,TBM,Tambaram,VM,"Villupuram Junction",18:05,21:05,"3h 0m",12,"133 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56860,,
4497,56860,"Villupuram Tambaram Passenger",Pass,SR,VM,"Villupuram Junction",TBM,Tambaram,05:00,08:00,"3h 0m",12,"133 km",SMTWTFS,1,1,1,1,1,1,1,2S,0,0,0,0,0,0,1,56859,,
4498,56861,"Villupuram-Puducherry Passenger",Pass,SR,VM,"Villupuram Junction",PDY,Puducherry,06:35,07:25,"0h 50m",3,"38 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56862,,
4499,56862,"Puducherry-Villupuram Passenger",Pass,SR,PDY,Puducherry,VM,"Villupuram Junction",08:05,08:50,"0h 45m",3,"38 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56861,,
4500,56863,"Villupuram-Puducherry Passenger",Pass,SR,VM,"Villupuram Junction",PDY,Puducherry,14:45,15:35,"0h 50m",3,"38 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56864,,
4501,56864,"Puducherry-Villupuram Passenger",Pass,SR,PDY,Puducherry,VM,"Villupuram Junction",16:00,16:50,"0h 50m",3,"38 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56863,,
4502,56865,"Puducherry-Villupuram Passenger",Pass,SR,VM,"Villupuram Junction",PDY,Puducherry,17:40,18:25,"0h 45m",3,"38 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56864,,
4503,56866,"Puducherry-Villupuram Passenger",Pass,SR,PDY,Puducherry,VM,"Villupuram Junction",19:35,20:25,"0h 50m",3,"38 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56865,,
4504,56873,"Villupuram Mayiladuthurai Passenger",Pass,SR,VM,"Villupuram Junction",MV,"Mayiladuturai Junction",05:30,09:10,"3h 40m",20,"123 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56874,,
4505,56874,"Mayiladuthurai Villupuram Passenger",Pass,SR,MV,"Mayiladuturai Junction",VM,"Villupuram Junction",05:40,09:20,"3h 40m",20,"123 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56873,,
4506,56877,"Villupuram-Mayiladuthurai Passenger",Pass,SR,VM,"Villupuram Junction",MV,"Mayiladuturai Junction",17:45,21:10,"3h 25m",20,"123 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56878,,
4507,56878,"Mayiladuthurai-Villupuram Passenger",Pass,SR,MV,"Mayiladuturai Junction",VM,"Villupuram Junction",17:30,21:20,"3h 50m",20,"123 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56877,,
4508,56889,"Tiruvarur Tiruturaipudi Passenger",Pass,SR,TVR,"Thiruvarur Junction",TTP,"Tiruturaipudi Junction",20:00,21:00,"1h 0m",6,"26 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56890,,
4509,56890,"Tiruturaipdi Tiruvarur Passenger",Pass,SR,TTP,"Tiruturaipudi Junction",TVR,"Thiruvarur Junction",07:10,08:05,"0h 55m",6,"26 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56889,,
4510,56891,"Thiruvarur Karaikkudi Passenger",Pass,SR,TVR,"Thiruvarur Junction",KKDI,"Karaikkudi Junction",08:10,13:00,"4h 50m",15,"149 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56892,,
4511,56892,"Karaikkudi Thiruvarur Passenger",Pass,SR,KKDI,"Karaikkudi Junction",TVR,"Thiruvarur Junction",14:00,18:45,"4h 45m",15,"149 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56891,,
4512,56893,"Thiruvarur Karaikkudi Passenger",Pass,SR,TVR,"Thiruvarur Junction",KKDI,"Karaikkudi Junction",18:05,22:45,"4h 40m",17,"149 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56894,,
4513,56894,"Karaikkudi Thiruvarur Passenger",Pass,SR,KKDI,"Karaikkudi Junction",TVR,"Thiruvarur Junction",05:40,10:15,"4h 35m",17,"149 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56893,,
4514,56902,"Dharwar Hubil Passenger",Pass,SWR,DWR,Dharwar,UBL,"Hubli Junction",08:40,09:30,"0h 50m",3,"21 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4515,56903,"Solapur - Dharwar Passenger",Pass,SWR,SUR,"Solapur Junction",DWR,Dharwar,23:40,09:05,"9h 25m",29,"378 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,56904,,
4516,56904,"Dharwar Solapur Passenger",Pass,?,DWR,Dharwar,SUR,"Solapur Junction",17:40,03:30,"9h 50m",29,"378 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,56903,,
4517,56905,"Solapur-Hubli Passenger",Pass,SWR,SUR,"Solapur Junction",UBL,"Hubli Junction",04:45,14:00,"9h 15m",37,"359 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56906,,
4518,56906,"Hubli - Solapur Passenger",Pass,SWR,UBL,"Hubli Junction",SUR,"Solapur Junction",13:10,22:40,"9h 30m",37,"359 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56905,,
4519,56907,"Hubli Dharwar Passenger",Pass,SWR,UBL,"Hubli Junction",DWR,Dharwar,18:25,19:10,"0h 45m",3,"21 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4520,56909,"Bangalore Hospet Passenger",Pass,SWR,SBC,"Bangalore City Junction",UBL,"Hubli Junction",22:15,10:45,"12h 30m",34,"469 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,,,
4521,56909-Slip,"Bangalore Hospet Passenger Slip",Pass,SWR,SBC,"Bangalore City Junction",HPT,"Hospet Junction",22:15,12:40,"14h 25m",34,"529 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,56910,,
4522,56910,"Bangalore Passenger",Pass,SWR,HPT,"Hospet Junction",SBC,"Bangalore City Junction",13:30,05:15,"15h 45m",33,"529 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,56909-Slip,,
4523,56911,"Bangalore Hubli passenger",Pass,SWR,JRU,"Chikjajur Junction",UBL,"Hubli Junction",05:30,10:45,"5h 15m",17,"189 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4524,56912,"Hubli Bangalore Passenger",Pass,SWR,UBL,"Hubli Junction",SBC,"Bangalore City Junction",17:20,05:15,"11h 55m",33,"469 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,56913,,
4525,56913,"Bangalore Hubli Fast Passenger",Pass,SWR,SBC,"Bangalore City Junction",UBL,"Hubli Junction",06:30,17:45,"11h 15m",41,"471 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56914,,
4526,56914,"Hubli Bangalore passenger",Pass,SWR,UBL,"Hubli Junction",SBC,"Bangalore City Junction",09:45,21:10,"11h 25m",40,"471 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56913,,
4527,56915,"Hubli Passenger Slip",Pass,SWR,JRU,"Chikjajur Junction",UBL,"Hubli Junction",03:30,08:50,"5h 20m",20,"189 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,56916,,
4528,56916,"Hubli Chikjajur Passenger",Pass,?,UBL,"Hubli Junction",JRU,"Chikjajur Junction",18:50,23:25,"4h 35m",20,"189 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56915,,
4529,56917,"Bangalore Shimoga Slip",Pass,SWR,RRB,"Birur Junction",SMET,"Shimoga Town",11:30,13:15,"1h 45m",3,"63 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56918,,
4530,56918,"Shimoga Bangalore Passenger",Pass,SWR,SMET,"Shimoga Town",SBC,"Bangalore City Junction",13:50,21:10,"7h 20m",19,"274 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56917,,
4531,56961,"Kulem Vasco Da Gama Passenger",Pass,KR,QLM,Kulem,VSG,"Vasco Da Gama",06:30,08:20,"1h 50m",10,"55 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56962,,
4532,56962,"Vasco Da Gama Kulem Passenger",Pass,KR,VSG,"Vasco Da Gama",QLM,Kulem,07:35,09:10,"1h 35m",9,"55 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56961,,
4533,56963,"Kulem Vasco Da Gama Passenger",Pass,KR,QLM,Kulem,VSG,"Vasco Da Gama",12:20,14:00,"1h 40m",10,"55 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56962,,
4534,56964,"Vasco Da Gama Kulem Passenger",Pass,KR,VSG,"Vasco Da Gama",QLM,Kulem,13:10,15:00,"1h 50m",10,"55 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56963,,
4535,56965,"Kulem Vasco Da Gama Passenger",Pass,KR,QLM,Kulem,VSG,"Vasco Da Gama",17:15,19:00,"1h 45m",10,"55 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56964,,
4536,56966,"Vasco Da Gama Kulem Passenger",Pass,KR,VSG,"Vasco Da Gama",QLM,Kulem,17:30,19:10,"1h 40m",10,"55 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56965,,
4537,57121,"Kazipet Balharshah Passenger",Pass,SCR,KZJ,"Kazipet Junction",BPQ,"Balharshah Junction",05:00,10:30,"5h 30m",24,"235 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4538,57122,"Sirpur Town Kazipet Passenger",Pass,SCR,SRUR,"Sirpur Town",KZJ,"Kazipet Junction",15:15,20:05,"4h 50m",19,"183 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4539,57123,"Bhadrachalam Sirpur Kagaznagar Passenger",Pass,SCR,BDCR,"Bhadrachalam Road",SRUR,"Sirpur Town",05:45,14:45,"9h 0m",36,"330 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4540,57124,"Balharshah Bhadrachalam Passenger",Pass,SCR,BPQ,"Balharshah Junction",BDCR,"Bhadrachalam Road",11:00,21:15,"10h 15m",41,"382 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4541,57129,"Bijapur-Bolarum Passenger",Pass,SCR,BJP,Bijapur,BMO,Bolarum,18:20,08:45,"14h 25m",51,"456 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,,,
4542,57130,"Hyderabad Bijapur Passenger",Pass,SCR,HYB,"Hyderabad Deccan Nampally",BJP,Bijapur,19:50,10:40,"14h 50m",43,"444 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,,,
4543,57131,"Bolarum Hyderabad Passenger",Pass,SCR,BMO,Bolarum,HYB,"Hyderabad Deccan Nampally",09:05,10:15,"1h 10m",15,"21 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4544,57133,"Bijapur Raichur Passenger",Pass,SWR,BJP,Bijapur,RC,Raichur,11:25,21:25,"10h 0m",38,"367 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,57134,,
4545,57134,"Raichur Bijapur Passenger",Pass,SWR,RC,Raichur,BJP,Bijapur,07:00,16:30,"9h 30m",39,"367 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,57133,,
4546,57135,"Nagpur Kazipet Passenger",Pass,SCR,NGP,"Nagpur Junction",KZJ,"Kazipet Junction",20:00,09:50,"13h 50m",41,"443 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,57136,,
4547,57136,"Kazipet Nagpur Passenger",Pass,SCR,KZJ,"Kazipet Junction",NGP,"Nagpur Junction",21:15,11:35,"14h 20m",38,"443 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,57135,,
4548,57139,"Dornakal Manuguru Passenger",Pass,SCR,DKJ,"Dornakal Junction",MUGR,Manuguru,03:00,07:05,"4h 5m",5,"107 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4549,57140,"Link Secunderabad Express",Pass,SCR,MUGR,Manuguru,SC,"Secunderabad Junction",20:30,04:45,"8h 15m",8,"331 km",SMTWTFS,1,1,1,1,1,1,1,"SL 3A 2A",0,1,1,0,1,0,0,,,
4550,57145,"Dornakal Bhadrachalam Passenger",Pass,?,DKJ,"Dornakal Junction",BDCR,"Bhadrachalam Road",08:00,09:40,"1h 40m",5,"54 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,57146,,
4551,57146,"Bhadrachalam Dornakal Passenger",Pass,?,BDCR,"Bhadrachalam Road",DKJ,"Dornakal Junction",17:00,18:40,"1h 40m",5,"54 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,57145,,
4552,57155,"Gulbarga-Hyderabad Passenger",Pass,SCR,WADI,"Wadi Junction",HYB,"Hyderabad Deccan Nampally",04:15,09:00,"4h 45m",20,"186 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,57156,,
4553,57156,"Hyderabad Gulbarga Passenger",Pass,SCR,HYB,"Hyderabad Deccan Nampally",GR,Gulbarga,16:30,23:10,"6h 40m",26,"223 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,57155,,
4554,57200,"Rajahmundry Vijayawada Passenger",Pass,SCR,RJY,Rajahmundry,BZA,"Vijayawada Junction",17:15,22:15,"5h 0m",24,"149 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,57201,,
4555,57201,"Vijayawada Rajahmundry Passenger",Pass,SCR,BZA,"Vijayawada Junction",RJY,Rajahmundry,04:30,09:00,"4h 30m",26,"149 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,57200,,
4556,57202,"Tenali Repalle Passenger",Pass,SCR,TEL,"Tenali Junction",RAL,Repalle,00:15,01:15,"1h 0m",5,"34 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,57203,,
4557,57203,"Repalle Tenali Passenger",Pass,SCR,RAL,Repalle,TEL,"Tenali Junction",03:00,04:00,"1h 0m",4,"34 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,57202,,
4558,57207,"Tenali Markapur Road Passenger",Pass,SCR,TEL,"Tenali Junction",MRK,"Markapur Road",05:10,09:35,"4h 25m",19,"170 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
